Date,Open,High,Low,Close,Volume,Name,Score
2006-04-03,82.72,83.59,82.65,83.06,4121600,IBM,0.2314769373681851
2006-04-04,83.05,83.78,82.8,83.45,3856200,IBM,0.8342433988127433
2006-04-05,83.33,84.45,83.32,84.17,5523900,IBM,0.3360236940332023
2006-04-06,83.7,84.32,83.36,83.81,4944100,IBM,0.4795569317453481
2006-04-07,83.6,83.8,82.44,82.48,5338300,IBM,0.647800158360126
2006-04-10,82.27,82.74,82.0,82.1,3631300,IBM,0.9730331571805401
2006-04-11,81.83,82.06,80.75,81.16,5959700,IBM,0.09741853079508911
2006-04-12,81.1,81.37,80.63,80.75,3905700,IBM,0.572860996606326
2006-04-13,81.18,82.6,81.12,81.98,4799700,IBM,0.44740633041056466
2006-04-17,81.92,82.92,81.4,81.64,4634200,IBM,0.5972426630810811
2006-04-18,81.89,83.53,81.7,83.31,7919700,IBM,0.5631747602015864
2006-04-19,83.95,84.0,81.26,81.86,10555200,IBM,0.6522755448123437
2006-04-20,81.65,82.85,81.64,82.02,6237200,IBM,0.5655105743154829
2006-04-21,82.49,82.5,81.38,81.66,6117400,IBM,0.05429953946036159
2006-04-24,81.3,82.41,81.1,82.11,6604100,IBM,0.9473518953644802
2006-04-25,81.95,82.9,81.6,82.67,6857400,IBM,0.10365220070014569
2006-04-26,82.84,83.48,82.71,83.35,6649000,IBM,0.29660980623118816
2006-04-27,82.7,84.4,82.7,83.88,8174300,IBM,0.10822063237071833
2006-04-28,83.51,83.62,81.98,82.34,8201800,IBM,0.41459841274257714
2006-05-01,82.59,83.31,82.1,82.23,6011400,IBM,0.8982718783993529
2006-05-02,82.11,82.74,82.0,82.42,4337000,IBM,0.5888801496088782
2006-05-03,82.54,83.29,82.45,82.7,5721100,IBM,0.3470736271009358
2006-05-04,82.87,83.09,82.4,82.43,3966900,IBM,0.8202563786453743
2006-05-05,82.95,83.34,82.7,83.28,4504700,IBM,0.8537777792118967
2006-05-08,82.6,83.22,82.3,82.89,3913300,IBM,0.49246929987815047
2006-05-09,82.49,83.29,82.4,83.23,4072800,IBM,0.7924843152244997
2006-05-10,82.9,83.33,82.6,82.9,3430700,IBM,0.0961909473851269
2006-05-11,82.65,83.09,82.45,82.46,5274500,IBM,0.06032689438508798
2006-05-12,82.47,83.69,82.3,82.39,5685700,IBM,0.16591772090093504
2006-05-15,81.8,83.15,81.8,82.89,5778500,IBM,0.11508662302756478
2006-05-16,83.0,83.25,82.07,82.16,4456300,IBM,0.29491296702501024
2006-05-17,81.75,82.21,81.02,81.27,5936400,IBM,0.8511854555081413
2006-05-18,80.5,81.35,80.03,80.66,5443600,IBM,0.3197823476982816
2006-05-19,80.86,81.0,79.51,80.28,7019100,IBM,0.44228842509327493
2006-05-22,79.83,80.34,79.4,80.02,6275900,IBM,0.11746201419735935
2006-05-23,80.25,81.3,79.64,79.83,5010300,IBM,0.0985719403392209
2006-05-24,79.35,80.04,79.06,79.78,7389600,IBM,0.09838460478257205
2006-05-25,79.89,80.18,79.65,80.14,3995200,IBM,0.4753957406560637
2006-05-26,80.16,80.86,79.7,80.75,3580800,IBM,0.09653380409355816
2006-05-30,80.35,80.96,80.15,80.16,5049100,IBM,0.873485540578161
2006-05-31,80.15,80.83,79.61,79.9,6385200,IBM,0.18113991895011727
2006-06-01,79.89,80.87,79.81,80.69,4866500,IBM,0.20785582686516157
2006-06-02,80.5,80.56,79.15,79.52,7233300,IBM,0.26334223898371345
2006-06-05,79.1,80.04,79.01,79.06,5556000,IBM,0.3269523326224171
2006-06-06,79.06,79.9,78.5,79.76,7250900,IBM,0.6795491544003637
2006-06-07,79.78,80.74,79.12,79.15,7925300,IBM,0.5456400056547218
2006-06-08,78.55,79.58,76.75,77.03,13476600,IBM,0.3527830435385918
2006-06-09,77.24,78.1,77.05,77.63,6135400,IBM,0.6832528316322091
2006-06-12,77.63,78.09,77.01,77.02,4925000,IBM,0.04652067835664431
2006-06-13,77.14,77.93,76.82,76.93,7374200,IBM,0.7174891553042051
2006-06-14,76.93,77.85,76.93,77.71,6038600,IBM,0.8763097415826641
2006-06-15,77.85,78.78,76.95,78.56,6679800,IBM,0.41228051399777277
2006-06-16,78.44,78.53,77.57,77.95,8133500,IBM,0.8899070868687458
2006-06-19,77.9,78.3,77.34,77.67,5303100,IBM,0.9904122743560879
2006-06-20,77.84,78.3,77.25,77.99,6124500,IBM,0.9197639117543269
2006-06-21,77.99,78.56,77.98,78.3,5615900,IBM,0.3303653146542237
2006-06-22,78.16,78.37,77.0,77.19,5569100,IBM,0.6257291077606639
2006-06-23,77.15,77.84,76.94,77.1,4520600,IBM,0.8767118815330913
2006-06-26,77.04,77.52,76.8,77.15,3448100,IBM,0.755575241235374
2006-06-27,77.32,77.6,76.32,76.63,5597000,IBM,0.6205193200637547
2006-06-28,76.53,76.6,76.06,76.56,4392200,IBM,0.6897784843236605
2006-06-29,76.89,77.8,76.56,77.59,5449200,IBM,0.2727555871161865
2006-06-30,77.7,77.93,76.79,76.82,7918800,IBM,0.8493954287850968
2006-07-03,77.54,78.27,77.27,78.02,3177300,IBM,0.5497902354261964
2006-07-05,78.0,78.39,77.52,77.77,4048200,IBM,0.06521579340719086
2006-07-06,77.59,78.53,77.57,78.09,4333100,IBM,0.2327188987239749
2006-07-07,78.09,78.09,76.12,76.42,6642600,IBM,0.12373887920793925
2006-07-10,76.18,76.83,75.87,76.67,7154700,IBM,0.7036295244942276
2006-07-11,76.25,76.65,75.44,76.47,6086500,IBM,0.09761683535494536
2006-07-12,76.07,76.3,74.82,75.48,8372100,IBM,0.21713520701585698
2006-07-13,75.01,75.28,73.83,74.24,8754900,IBM,0.23842624043662264
2006-07-14,74.24,74.3,73.37,73.57,6957800,IBM,0.06502651020192662
2006-07-17,73.35,73.94,73.2,73.7,6823100,IBM,0.9064295469961167
2006-07-18,73.7,74.42,72.73,74.26,8730600,IBM,0.3731218661785387
2006-07-19,76.0,77.06,76.0,76.07,14536900,IBM,0.365815524440258
2006-07-20,75.73,75.88,75.2,75.48,12216500,IBM,0.5123557697699512
2006-07-21,75.49,75.5,74.5,74.86,8372500,IBM,0.8023625932186763
2006-07-24,74.92,76.15,74.92,75.99,5611200,IBM,0.41685206399814223
2006-07-25,75.99,76.41,75.31,75.89,5580300,IBM,0.7008300509573533
2006-07-26,75.48,76.3,75.36,75.83,3870100,IBM,0.8605786058504639
2006-07-27,75.83,77.29,75.75,76.15,6439100,IBM,0.6647011735944173
2006-07-28,76.38,77.3,76.26,76.96,4165700,IBM,0.5566507416086626
2006-07-31,76.44,77.5,76.15,77.41,5393000,IBM,0.109289225596642
2006-08-01,76.65,77.38,75.75,76.14,4406800,IBM,0.3506233573420635
2006-08-02,76.21,76.93,76.2,76.32,3283800,IBM,0.8327204865935606
2006-08-03,76.0,76.73,74.9,76.33,2765800,IBM,0.2793911100153983
2006-08-04,76.65,76.77,75.32,75.91,5062400,IBM,0.40523570967201883
2006-08-07,75.63,76.2,75.28,75.52,4034200,IBM,0.4210914721459683
2006-08-08,75.63,76.26,75.11,75.33,3794700,IBM,0.8500005439370083
2006-08-09,75.56,76.28,75.39,75.39,4480800,IBM,0.919868749161761
2006-08-10,75.2,76.08,75.05,75.74,3213600,IBM,0.2923837550115759
2006-08-11,75.34,75.78,75.2,75.48,3696100,IBM,0.8869669990121044
2006-08-14,76.05,77.49,75.6,76.68,4997400,IBM,0.7348420741809839
2006-08-15,76.9,77.14,76.31,77.08,5985400,IBM,0.2636979254491686
2006-08-16,77.48,79.28,77.35,79.09,7387200,IBM,0.17137715788724206
2006-08-17,78.93,79.56,78.53,79.37,5602300,IBM,0.5878394142690258
2006-08-18,79.38,79.97,78.63,79.9,5399700,IBM,0.6687336255892163
2006-08-21,79.51,79.88,78.87,79.28,3676500,IBM,0.7231139167704238
2006-08-22,79.28,79.55,78.61,78.95,4057200,IBM,0.030558943250386772
2006-08-23,78.95,79.47,78.42,78.67,3428500,IBM,0.8371867725918171
2006-08-24,78.9,79.5,78.87,79.38,3473300,IBM,0.866581029597925
2006-08-25,79.2,80.0,79.14,79.88,3428100,IBM,0.46860212759870057
2006-08-28,79.91,80.47,79.76,80.32,5259400,IBM,0.6958465411860648
2006-08-29,80.06,81.48,80.06,81.4,5208500,IBM,0.23211068625955145
2006-08-30,81.26,81.68,80.84,81.22,4439000,IBM,0.8414758273280725
2006-08-31,81.3,81.5,80.78,80.97,3786200,IBM,0.6451877659404089
2006-09-01,81.13,81.57,80.81,81.41,3294000,IBM,0.6288662527290722
2006-09-05,81.19,81.54,80.6,80.85,3968500,IBM,0.5607650501494842
2006-09-06,80.29,80.69,80.17,80.28,3727600,IBM,0.4066205533056648
2006-09-07,79.9,80.38,79.31,79.4,3913600,IBM,0.04079256333044623
2006-09-08,79.6,80.86,79.35,80.66,4498600,IBM,0.7540606407498753
2006-09-11,80.6,81.2,80.25,80.93,4316200,IBM,0.1437382359728412
2006-09-12,81.14,82.5,81.06,82.28,5722200,IBM,0.24999579567329178
2006-09-13,82.25,82.7,81.84,82.21,4980200,IBM,0.18911721173999785
2006-09-14,81.9,83.0,81.74,82.47,4265300,IBM,0.001119420901286472
2006-09-15,83.21,83.59,82.79,82.94,8203800,IBM,0.2535788988712092
2006-09-18,82.56,83.21,82.17,82.24,4417600,IBM,0.9172429162064091
2006-09-19,81.97,82.09,81.42,81.87,5088700,IBM,0.21587005551083094
2006-09-20,82.37,83.79,82.2,83.42,7524600,IBM,0.665745021262696
2006-09-21,82.61,83.25,81.35,81.61,8909000,IBM,0.79055840528859
2006-09-22,81.75,82.12,81.01,81.21,4350200,IBM,0.4006466469172545
2006-09-25,81.65,82.28,81.28,82.0,5685100,IBM,0.5092775737474761
2006-09-26,81.9,82.66,81.7,82.5,4918000,IBM,0.14297276527096459
2006-09-27,82.0,82.67,81.71,82.09,5881600,IBM,0.7410978067291679
2006-09-28,81.85,82.35,81.72,81.99,4593200,IBM,0.5305607862155454
2006-09-29,81.9,82.79,81.77,81.94,4770700,IBM,0.4455615067625047
2006-10-02,81.76,82.47,81.58,81.87,4483300,IBM,0.7867978010433122
2006-10-03,81.88,82.26,81.56,81.65,4838500,IBM,0.04629116467569905
2006-10-04,81.65,83.25,81.63,83.1,6231900,IBM,0.5267855703244106
2006-10-05,82.81,83.21,82.6,82.92,4956700,IBM,0.6772847790397917
2006-10-06,82.93,83.78,82.5,83.14,5340900,IBM,0.20800632625382098
2006-10-09,83.14,84.08,83.0,84.0,4490200,IBM,0.8232850304608794
2006-10-10,83.71,84.63,83.56,84.19,4713500,IBM,0.6216892991875835
2006-10-11,84.15,84.69,83.79,84.19,5210600,IBM,0.35453396495224965
2006-10-12,84.2,84.9,84.1,84.7,4661700,IBM,0.8724824600783181
2006-10-13,84.45,86.21,84.44,86.08,7788600,IBM,0.8757236991617405
2006-10-16,86.08,87.6,85.75,86.71,8633700,IBM,0.3497953558372493
2006-10-17,86.33,87.94,86.22,86.95,13338000,IBM,0.40432885457035894
2006-10-18,90.51,92.04,89.73,89.82,27876400,IBM,0.24198830676882543
2006-10-19,89.8,90.98,89.31,89.86,10676400,IBM,0.812023792191811
2006-10-20,90.04,90.7,89.55,90.48,7391600,IBM,0.8338899431171293
2006-10-23,90.05,92.0,90.01,91.56,8862300,IBM,0.551036498098789
2006-10-24,90.91,91.95,90.8,91.49,9222500,IBM,0.8910512745263136
2006-10-25,91.21,91.99,90.94,91.83,6122100,IBM,0.7352704922638649
2006-10-26,91.83,91.93,91.25,91.54,4990300,IBM,0.15733704803139736
2006-10-27,90.91,91.89,90.58,90.76,5840300,IBM,0.00975089618704894
2006-10-30,89.8,92.0,89.8,91.5,5594100,IBM,0.9696473197789589
2006-10-31,91.5,92.68,91.5,92.33,9267600,IBM,0.9018073544140102
2006-11-01,92.5,92.68,91.5,91.8,5846200,IBM,0.07316262813326502
2006-11-02,91.8,91.95,91.25,91.68,4895200,IBM,0.8362763217299101
2006-11-03,91.76,92.34,91.18,91.41,4509200,IBM,0.4582376111219947
2006-11-06,91.5,92.74,91.5,92.6,6240900,IBM,0.2239120891813472
2006-11-07,92.42,93.4,92.41,92.75,7305200,IBM,0.7094728384440832
2006-11-08,92.25,92.92,92.01,92.59,6022200,IBM,0.12382579141313577
2006-11-09,92.59,93.19,92.37,92.42,4518900,IBM,0.6417871268779652
2006-11-10,92.3,92.35,91.63,91.76,5369600,IBM,0.6471186805924721
2006-11-13,91.55,92.43,91.41,92.07,4359400,IBM,0.6853420215869607
2006-11-14,92.0,93.29,91.65,93.29,5873000,IBM,0.8875877333059689
2006-11-15,93.08,93.28,92.54,93.11,4172800,IBM,0.6380323672678213
2006-11-16,93.07,93.6,92.6,93.47,4171500,IBM,0.79563281838517
2006-11-17,93.42,94.05,93.31,93.81,5251000,IBM,0.3570761358334499
2006-11-20,93.6,93.8,93.01,93.25,5010600,IBM,0.5213973204468892
2006-11-21,93.01,93.43,92.85,93.08,3068900,IBM,0.0813740601510834
2006-11-22,92.9,93.74,92.8,93.52,3351700,IBM,0.3143369355501443
2006-11-24,93.05,93.75,92.98,93.35,2130600,IBM,0.49791592370477955
2006-11-27,92.71,93.24,91.12,91.45,6284000,IBM,0.6703015385871948
2006-11-28,90.65,91.57,90.43,91.35,4962500,IBM,0.8300455895976583
2006-11-29,91.35,91.66,91.01,91.52,4623000,IBM,0.3182217587724515
2006-11-30,91.35,92.48,91.25,91.92,6470700,IBM,0.5881766416538501
2006-12-01,91.9,91.91,90.55,91.25,5446700,IBM,0.04202179584476007
2006-12-04,92.5,93.95,92.25,93.51,7511500,IBM,0.9066648834067144
2006-12-05,93.51,94.64,93.44,94.48,6886200,IBM,0.08129426117182448
2006-12-06,94.48,94.87,94.01,94.12,5949700,IBM,0.6665994926812622
2006-12-07,94.0,94.43,93.55,94.23,4310800,IBM,0.47737475061949486
2006-12-08,93.65,94.39,93.47,93.86,4140700,IBM,0.5807799414607983
2006-12-11,93.72,94.35,93.56,93.64,3459200,IBM,0.14328662401012426
2006-12-12,93.6,94.85,93.3,94.12,7799300,IBM,0.6179443682113686
2006-12-13,94.78,95.33,94.5,94.77,6441300,IBM,0.6783452221415025
2006-12-14,94.97,95.72,94.54,95.36,4644200,IBM,0.9368234615717301
2006-12-15,95.61,95.8,95.05,95.3,8086700,IBM,0.7231549869721264
2006-12-18,94.95,96.16,94.8,95.44,7984900,IBM,0.02615804916147002
2006-12-19,95.1,96.39,94.91,96.0,4933400,IBM,0.4842349696499506
2006-12-20,96.1,96.5,95.7,96.0,3713200,IBM,0.39871419831177635
2006-12-21,95.78,96.5,95.53,95.91,4406200,IBM,0.6388585615245836
2006-12-22,95.75,95.98,95.24,95.25,3031500,IBM,0.1462064351706488
2006-12-26,95.0,95.81,94.92,95.66,2278700,IBM,0.11097283773418887
2006-12-27,96.3,97.23,96.27,97.2,4571800,IBM,0.012095758750103824
2006-12-28,97.11,97.4,96.87,96.97,4501900,IBM,0.7774497751393357
2006-12-29,97.0,97.88,96.83,97.15,4455900,IBM,0.7137806959012635
2007-01-03,97.18,98.4,96.26,97.27,9199500,IBM,0.231956930104237
2007-01-04,97.25,98.79,96.88,98.31,10557200,IBM,0.6645330169694535
2007-01-05,97.6,97.95,96.91,97.42,7222900,IBM,0.07348970465506999
2007-01-08,98.5,99.5,98.35,98.9,10340100,IBM,0.7566959352048716
2007-01-09,99.08,100.33,99.07,100.07,11108900,IBM,0.20354957463139
2007-01-10,98.5,99.05,97.93,98.89,8744900,IBM,0.6691693994961264
2007-01-11,99.0,99.9,98.5,98.65,8000800,IBM,0.9445384182092146
2007-01-12,98.99,99.69,98.5,99.34,6636600,IBM,0.8889507368289258
2007-01-16,99.4,100.84,99.3,100.82,9602200,IBM,0.6964870807751582
2007-01-17,100.69,100.9,99.9,100.02,8202100,IBM,0.08354246847362257
2007-01-18,99.8,99.95,98.91,99.45,14725000,IBM,0.5514055209403653
2007-01-19,95.0,96.85,94.55,96.17,26036800,IBM,0.5172534639290964
2007-01-22,96.42,97.23,96.12,97.11,13540700,IBM,0.3283696339942975
2007-01-23,96.91,97.38,96.2,97.08,10337400,IBM,0.2994832312889718
2007-01-24,97.08,97.58,96.58,97.4,5700000,IBM,0.344520342291762
2007-01-25,97.22,97.92,97.22,97.51,6231300,IBM,0.2423999413719975
2007-01-26,97.52,97.83,96.84,97.45,5771200,IBM,0.4925906705857769
2007-01-29,97.7,98.66,97.45,98.54,7295000,IBM,0.19155049028547144
2007-01-30,98.57,99.45,98.5,99.37,7178000,IBM,0.5014436785460873
2007-01-31,98.8,99.48,98.35,99.15,6447300,IBM,0.6854239633822454
2007-02-01,98.97,99.18,97.96,99.0,6612400,IBM,0.47080683250748234
2007-02-02,99.1,99.73,98.88,99.17,6657000,IBM,0.08935029602960354
2007-02-05,99.17,100.44,98.9,100.38,8309900,IBM,0.9598839572972143
2007-02-06,100.0,100.4,99.54,99.85,6532800,IBM,0.5551113458261197
2007-02-07,99.8,100.36,99.12,99.54,7698200,IBM,0.8725487248445617
2007-02-08,98.9,99.74,98.65,99.62,6152300,IBM,0.3895237525560088
2007-02-09,99.52,99.7,97.81,98.55,6101300,IBM,0.08293806848555563
2007-02-12,98.8,99.2,98.22,98.58,5331043,IBM,0.41848187098501977
2007-02-13,98.6,98.74,97.8,98.29,5703015,IBM,0.043926908511815466
2007-02-14,98.5,99.43,98.25,99.2,5644733,IBM,0.2772738990267555
2007-02-15,99.06,99.52,98.48,98.92,5568600,IBM,0.759001226719485
2007-02-16,99.12,99.25,98.63,98.99,4800700,IBM,0.24726377700341706
2007-02-20,98.66,99.46,98.55,99.35,4124200,IBM,0.6165398957839575
2007-02-21,99.35,99.37,98.7,99.09,4302400,IBM,0.11267747229248481
2007-02-22,98.8,99.5,97.77,98.5,5902500,IBM,0.7005107867815941
2007-02-23,98.4,98.44,97.41,97.73,6357000,IBM,0.3680523871149699
2007-02-26,97.86,97.86,96.46,96.91,5923691,IBM,0.9684607772805273
2007-02-27,96.0,96.01,92.88,93.96,12071500,IBM,0.359736707264256
2007-02-28,93.71,94.09,92.47,92.94,12191600,IBM,0.3418372723146672
2007-03-01,90.25,93.05,88.77,92.27,12865732,IBM,0.7345051418162835
2007-03-02,92.0,92.37,90.84,90.9,9451500,IBM,0.8523259749600149
2007-03-05,90.25,92.15,90.1,91.81,10334713,IBM,0.49179064514654147
2007-03-06,91.81,93.89,92.26,93.8,9184500,IBM,0.26069174692009855
2007-03-07,93.8,94.85,93.62,93.94,10269300,IBM,0.4220055380446812
2007-03-08,94.5,94.82,92.52,93.0,7404500,IBM,0.07066023153352918
2007-03-09,93.48,94.0,92.82,93.28,6333100,IBM,0.009788975890574259
2007-03-12,93.68,94.17,92.97,94.11,5531300,IBM,0.3597984283553368
2007-03-13,93.86,94.47,92.62,92.71,7539100,IBM,0.3090671639555449
2007-03-14,94.11,94.03,92.1,93.76,8714065,IBM,0.3688063120621713
2007-03-15,93.4,93.97,93.1,93.45,5910149,IBM,0.6408398520743172
2007-03-16,94.45,94.45,93.02,93.25,8733050,IBM,0.3827890867378816
2007-03-19,93.95,94.32,93.39,93.99,4568062,IBM,0.8365664917547068
2007-03-20,94.0,94.53,93.55,94.5,4560000,IBM,0.8933721948043557
2007-03-21,94.5,95.81,93.83,95.36,7665695,IBM,0.09300386831805318
2007-03-22,95.1,95.44,94.65,95.19,5993550,IBM,0.7060769846676084
2007-03-23,94.82,95.22,94.65,95.03,4412483,IBM,0.2368797954896419
2007-03-26,95.0,95.25,94.32,95.0,6729345,IBM,0.11849194555624354
2007-03-27,94.71,95.03,94.2,94.73,4695800,IBM,0.7027139501946433
2007-03-28,93.9,95.02,93.8,94.26,8128557,IBM,0.0232305189678621
2007-03-29,94.66,95.11,93.96,94.57,6851600,IBM,0.9114528104428532
2007-03-30,94.24,94.75,93.57,94.26,7638050,IBM,0.0593533831018247
2007-04-02,94.26,95.5,94.06,95.21,5883700,IBM,0.3263668478481778
2007-04-03,95.45,96.23,95.33,96.1,5730800,IBM,0.997937996834941
2007-04-04,95.8,96.45,95.57,96.21,4277725,IBM,0.2992278772826473
2007-04-05,95.98,96.75,95.75,96.52,3307100,IBM,0.3582037678273322
2007-04-09,96.43,96.94,96.12,96.62,4850581,IBM,0.20741493155890967
2007-04-10,96.4,96.8,96.16,96.46,3596400,IBM,0.25105744949238806
2007-04-11,96.51,96.7,94.95,95.16,5940774,IBM,0.7239513934567557
2007-04-12,95.16,95.82,94.53,95.67,7085294,IBM,0.6016601078370388
2007-04-13,95.75,95.75,94.59,94.93,6027883,IBM,0.9200979711534465
2007-04-16,94.99,96.3,94.72,96.18,6865100,IBM,0.6841866759310195
2007-04-17,96.3,97.66,96.02,97.12,10271833,IBM,0.8464728943621569
2007-04-18,94.8,95.91,94.4,94.8,15871734,IBM,0.07771559317848808
2007-04-19,94.5,94.87,94.0,94.29,9446948,IBM,0.5790972811210553
2007-04-20,95.02,95.15,93.91,94.58,9340296,IBM,0.20746620349932832
2007-04-23,95.16,95.73,95.05,95.21,7247500,IBM,0.8904178377284396
2007-04-24,97.23,99.9,97.23,98.49,21494578,IBM,0.5258859782192072
2007-04-25,98.74,101.7,98.73,101.46,14827675,IBM,0.15077844881141522
2007-04-26,101.0,101.5,100.21,100.9,8615188,IBM,0.6605406106234872
2007-04-27,100.3,101.17,100.06,101.17,6141359,IBM,0.44022045179662606
2007-04-30,101.11,103.0,100.97,102.21,10050699,IBM,0.06072161427271783
2007-05-01,102.06,103.17,102.05,103.17,8672146,IBM,0.12271280373230009
2007-05-02,102.8,103.14,102.13,102.22,7045178,IBM,0.6985258039493297
2007-05-03,101.75,103.0,101.35,102.8,7318750,IBM,0.2384418746249095
2007-05-04,102.75,103.03,102.25,102.96,5469734,IBM,0.12448459555373204
2007-05-07,102.76,103.17,102.4,103.16,5620878,IBM,0.9836986246606682
2007-05-08,102.42,103.39,102.21,103.29,5972400,IBM,0.18577733685749376
2007-05-09,103.93,104.75,103.7,104.38,8408086,IBM,0.0975019875469949
2007-05-10,103.82,105.11,103.71,104.68,8959800,IBM,0.19771539184496179
2007-05-11,104.69,105.99,104.67,105.98,6026250,IBM,0.6167850408533564
2007-05-14,105.81,106.25,104.79,105.57,5732600,IBM,0.42940016552871085
2007-05-15,105.4,105.8,104.7,104.83,6104300,IBM,0.8446106091333427
2007-05-16,105.1,105.89,104.53,105.87,5613508,IBM,0.7310045529955164
2007-05-17,105.61,106.23,104.73,105.31,7720700,IBM,0.6866533463252337
2007-05-18,105.84,108.05,105.6,107.99,9857500,IBM,0.4035004284271827
2007-05-21,107.67,108.0,106.87,107.04,7534802,IBM,0.027640365713772264
2007-05-22,106.95,107.25,106.01,106.7,5314320,IBM,0.8889449670193414
2007-05-23,106.8,107.0,105.25,105.58,4396825,IBM,0.49492069773370995
